"~id","~labels","genero_nombre","nombre","isla_id","descripcion","createdAt","anchor_juego_id","precio","plataformas","estudio_id","juego_id","rating","titulo","isla_anchor","fecha_str","fecha","tiempo_medio_min_por_sesion","act_id","servidor_id","moneda_cantidad","sesion_ix","version_id","nivel_cuenta"
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:117","Estudio",,"Last Minute Studios",,,,,,,"E_LAST_MINUTE_STUDIO",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:118","Estudio",,"HIKE Inc.",,,,,,,"E_HIKE_INC",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:119","Estudio",,"IGG SINGAPORE PTE. LTD.",,,,,,,"E_IGG_SINGAPORE_PTE_",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:120","Estudio",,"ShLeks",,,,,,,"E_SHLEKS",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:121","Estudio",,"Ted Zufle",,,,,,,"E_TED_ZUFLE",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:122","Estudio",,"Your Sister!",,,,,,,"E_YOUR_SISTER",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:123","Estudio",,"Lovely Girls Studio",,,,,,,"E_LOVELY_GIRLS_STUDI",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:124","Estudio",,"uvula LLC",,,,,,,"E_UVULA_LLC",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:125","Estudio",,"GameBeast Productions",,,,,,,"E_GAMEBEAST_PRODUCTI",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:126","Estudio",,"Altai Entertainment",,,,,,,"E_ALTAI_ENTERTAINMEN",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:127","Estudio",,"TFMGrafos",,,,,,,"E_TFMGRAFOS",,,,,,,,,,,,,
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1397","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",36,"Isla2#U060#2025-08-31","S1",1352,"59","V102",28
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1398","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",14.5,"Isla2#U001#2025-09-01","S2",1094,"60","V103",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1399","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",9,"Isla2#U002#2025-09-01","S3",1289,"61","V103",33
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1400","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",32,"Isla2#U003#2025-09-01","S3",732,"62","V103",28
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1401","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",15,"Isla2#U001#2025-08-31","S2",1181,"0","V102",19
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1402","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",38,"Isla2#U002#2025-08-31","S3",1128,"1","V102",33
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1403","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",34,"Isla2#U003#2025-08-31","S3",755,"2","V102",28
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1404","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",33,"Isla2#U004#2025-08-31","S3",1603,"3","V102",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1405","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",17,"Isla2#U005#2025-08-31","S3",1839,"4","V102",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1406","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",30,"Isla2#U006#2025-08-31","S3",1860,"5","V102",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1407","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",41,"Isla2#U007#2025-08-31","S2",1273,"6","V102",17
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1408","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",27,"Isla2#U008#2025-08-31","S2",1210,"7","V102",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1409","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",18,"Isla2#U009#2025-08-31","S2",1772,"8","V102",15
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1410","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",18,"Isla2#U010#2025-08-31","S1",1311,"9","V102",29
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1411","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",25,"Isla2#U011#2025-08-31","S1",937,"10","V102",31
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1412","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",25,"Isla2#U012#2025-08-31","S3",1300,"11","V102",10
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1413","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",25,"Isla2#U013#2025-08-31","S2",1687,"12","V102",35
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1414","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",14,"Isla2#U014#2025-08-31","S3",1563,"13","V102",36
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1415","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",32,"Isla2#U015#2025-08-31","S3",1296,"14","V102",29
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1416","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",36,"Isla2#U016#2025-08-31","S3",984,"15","V102",29
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1417","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",11,"Isla2#U017#2025-08-31","S1",1940,"16","V102",25
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1418","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",37,"Isla2#U018#2025-08-31","S2",1547,"17","V102",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1419","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",28,"Isla2#U019#2025-08-31","S3",1672,"18","V102",33
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1420","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",11,"Isla2#U020#2025-08-31","S1",1581,"19","V102",29
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1421","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",18,"Isla2#U021#2025-08-31","S3",1109,"20","V102",13
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1422","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",35,"Isla2#U022#2025-08-31","S3",1162,"21","V102",32
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1423","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",10,"Isla2#U023#2025-08-31","S2",481,"22","V102",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1424","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",34,"Isla2#U024#2025-08-31","S1",803,"23","V102",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1425","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",8,"Isla2#U025#2025-08-31","S3",734,"24","V102",24
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1426","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",10,"Isla2#U026#2025-08-31","S2",478,"25","V102",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1427","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",18,"Isla2#U027#2025-08-31","S1",1277,"26","V102",32
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1428","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",26,"Isla2#U028#2025-08-31","S2",1852,"27","V102",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1429","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",23,"Isla2#U029#2025-08-31","S3",1441,"28","V102",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1430","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",19,"Isla2#U030#2025-08-31","S1",855,"29","V102",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1431","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",12,"Isla2#U031#2025-08-31","S1",1386,"30","V102",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1432","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",40,"Isla2#U032#2025-08-31","S2",1622,"31","V102",34
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1433","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",30,"Isla2#U033#2025-08-31","S2",776,"32","V102",24
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1434","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",45,"Isla2#U034#2025-08-31","S2",1627,"33","V102",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1435","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",33,"Isla2#U035#2025-08-31","S1",1702,"34","V102",36
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1436","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",32,"Isla2#U036#2025-08-31","S3",1022,"35","V102",34
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1437","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",29,"Isla2#U037#2025-08-31","S1",1378,"36","V102",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1438","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",11,"Isla2#U038#2025-08-31","S1",1449,"37","V102",15
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1439","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",45,"Isla2#U039#2025-08-31","S3",1105,"38","V102",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1440","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",27,"Isla2#U040#2025-08-31","S1",1702,"39","V102",35
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1441","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",40,"Isla2#U041#2025-08-31","S1",691,"40","V102",11
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1442","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",21,"Isla2#U042#2025-08-31","S1",1412,"41","V102",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1443","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",17,"Isla2#U043#2025-08-31","S2",1732,"42","V102",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1444","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",43,"Isla2#U044#2025-08-31","S3",1662,"43","V102",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1445","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",18.5,"Isla2#U045#2025-08-31","S1",1033,"44","V102",19
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1446","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",21,"Isla2#U046#2025-08-31","S1",1955,"45","V102",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1447","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",40,"Isla2#U047#2025-08-31","S3",1885,"46","V102",27
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1448","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",26,"Isla2#U048#2025-08-31","S2",749,"47","V102",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1449","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",28.5,"Isla2#U049#2025-08-31","S1",1362,"48","V102",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1450","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",12,"Isla2#U050#2025-08-31","S2",1876,"49","V102",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1451","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",21.5,"Isla2#U051#2025-08-31","S3",1396,"50","V102",19
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1452","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",31,"Isla2#U052#2025-08-31","S3",913,"51","V102",13
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1453","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",13,"Isla2#U053#2025-08-31","S1",1791,"52","V102",19
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1454","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",22,"Isla2#U054#2025-08-31","S3",550,"53","V102",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1455","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",7.5,"Isla2#U055#2025-08-31","S1",1097,"54","V102",29
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1456","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",41,"Isla2#U056#2025-08-31","S2",1254,"55","V102",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1457","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",17,"Isla2#U057#2025-08-31","S2",1069,"56","V102",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1458","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",26,"Isla2#U058#2025-08-31","S3",1391,"57","V102",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1459","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-08-31","2025-08-31",23,"Isla2#U059#2025-08-31","S2",1452,"58","V102",11
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1460","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",18,"Isla2#U004#2025-09-01","S3",1669,"63","V103",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1461","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",16,"Isla2#U005#2025-09-01","S3",1740,"64","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1462","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",24.5,"Isla2#U006#2025-09-01","S3",1819,"65","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1463","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",39.5,"Isla2#U007#2025-09-01","S2",1178,"66","V103",17
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1464","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",30,"Isla2#U008#2025-09-01","S2",1428,"67","V103",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1465","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-01","2025-09-01",10,"Isla2#U009#2025-09-01","S2",1988,"68","V103",15
